Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
University of Illinois,University of Illinois Urbana-Champaign,810 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1939,1940,109393,7,6,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,608 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1905,1905,132146,5,4,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,506 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1915,1913,148780,6,5,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,201 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1932,1932,9411,1,1,0,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,608 E Lorado Taft Dr,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1927,1927,77204,6,5,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,500 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1968,1968,265486,11,8,3,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1407 West Gregory Dr,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,80434,6,5,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,105 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1916,1916,56120,6,5,1,Education,Education,Business
University of Illinois,University of Illinois Urbana-Champaign,608 East Healey Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1916,1915,22111,5,4,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1301 West Lorado Taft Dr,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1915,1917,8022,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1206 South Fourth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,141175,6,5,1,Assembly,Assembly,Business
University of Illinois,University of Illinois Urbana-Champaign,607 East Gregory Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1904,1905,11896,4,3,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,805 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1921,1922,65876,6,5,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1212 West Springfield Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1920,1917,46950,6,5,1,Education,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1105 West Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1956,1954,32360,4,3,1,Education,Education,Business
University of Illinois,University of Illinois Urbana-Champaign,1207 West Stoughton Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1930,1929,5755,4,3,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,906 South Goodwing Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1931,1931,98512,6,5,1,Assembly,Assembly,Business
University of Illinois,University of Illinois Urbana-Champaign,721 South Wright Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1908,1908,40984,6,5,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,104 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1966,1960,135671,7,6,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1110 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1959,1959,191600,7,6,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1707 Â South Orchard Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1924,1923,47493,5,4,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1301 West Gregory Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1923,1924,99092,7,6,1,Education,Education,Assembly
University of Illinois,University of Illinois Urbana-Champaign,713 South Wright Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1912,1912,31683,4,4,0,Mercantile,Mercantile,Business
University of Illinois,University of Illinois Urbana-Champaign,1400 South First,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1925,1925,203204,8,7,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1302 West Pennsylvania Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1925,1925,24744,5,4,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,601 South Goodwin Avenue,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1996,1996,230000,7,6,1,Education,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,51 East Gerty Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,45772,3,2,1,Education,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,601 East Daniel Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1969,1970,147733,10,9,1,Assembly,Assembly,Industrial
University of Illinois,University of Illinois Urbana-Champaign,1005 West Western Ave,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1943,1943,6330,3,3,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1207 South Fourth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1954,1942,45655,6,5,1,Residential,Residential,Not provided
University of Illinois,University of Illinois Urbana-Champaign,100 South Goodwin Avenue,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1996,1996,32458,3,2,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1402 West Gregory Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1969,1965,101207,5,3,2,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1009 West Western Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1920,1920,1850,3,3,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,23 East Stadium Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1947,1947,43604,2,2,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1206 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1949,1949,85111,6,5,1,Business,Business,Industrial
University of Illinois,University of Illinois Urbana-Champaign,1803 South Orchard,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1929,1955,3255,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,600 South Mathews Avenue,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1950,1950,260237,8,7,1,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,103 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1913,1913,25349,2,2,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1117 South Oak Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1941,1941,88973,5,4,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2520 South First,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1928,1937,720,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1101 West Peabody Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1952,1952,89493,6,5,1,Health Care,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1403 West Lorado Taft Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1870,1899,2864,4,3,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,810 South Sixth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1931,1945,2600,3,2,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,805 South Wright Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1920,1920,27369,6,5,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1102 South Goodwin,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1969,1964,54826,4,3,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,407 S Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1959,1959,171434,8,7,1,Industrial,Industrial,Assembly
University of Illinois,University of Illinois Urbana-Champaign,608 S Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1918,1918,6314,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1805 South Wright Extended,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1965,1965,11237,3,2,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1205 1/2 West Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1927,1927,5275,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1205 W Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,4635,4,3,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1204 West Devada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1920,1920,4651,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,301 North Mathews Avenue,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1970,1970,29533,4,3,1,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,1011 West Western Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1925,15785,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,52 East Gregory Dr,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1969,1968,13985,3,2,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,504 East Pennsylvania Dr,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1955,1955,125155,5,4,1,Assembly,Assembly,Business
University of Illinois,University of Illinois Urbana-Champaign,1201 West Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1919,1919,5925,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,905 S Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1956,1956,154780,8,7,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1206 South Sixth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1964,1964,98206,6,5,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1310 South Sixth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1964,1963,92788,5,4,1,Education,Education,Assembly
University of Illinois,University of Illinois Urbana-Champaign,1401 S Maryland Dr,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1904,1904,5608,4,3,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1013 West Western Avenue,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1949,1942,2240,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1015 West Western Avenue,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1949,1942,2420,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1017 West Western,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1950,1942,1550,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1207 W Gregory Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1952,1951,151257,9,7,2,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,401 East Healey Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1905,1905,16086,4,3,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1005 W Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1923,1923,9688,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1208 West Pennsylvania Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1963,1963,23808,5,4,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1609 South Oak Street,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1969,1967,40942,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1503 South Maryland Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1955,1955,25211,4,3,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,707 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1971,1971,113015,7,6,1,Assembly,Assembly,Business
University of Illinois,University of Illinois Urbana-Champaign,708 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1920,1920,7846,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1101 West Springfield Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1962,1962,107075,9,8,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1207 South Oak Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1965,1965,42367,3,2,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,905 West Pennsylvania,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1954,1951,892,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,102 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1960,1960,5614,4,3,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1305 South Goodwin,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1952,1952,10478,3,2,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1208 West Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1927,1927,4003,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1207 West Westernnois,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1918,1952,168,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,506 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1975,1975,108401,7,6,1,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,1203 W Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1914,1914,9157,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,607 E Healey Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1962,1962,11242,2,2,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1102 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1964,1964,178186,8,7,1,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,1501 South Oak Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1963,1963,155308,3,2,1,Industrial,Business,Storage
University of Illinois,University of Illinois Urbana-Champaign,1001 W Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1918,1918,4451,4,3,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1801 South Orchard,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1954,1954,7384,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1304 W Springfield Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1958,1958,190977,5,4,1,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,504 East Armory Ave,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1962,1962,22272,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,408 East Peabody Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1961,1962,74643,5,4,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,500 East Peabody Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1961,1961,78380,4,3,1,Assembly,Assembly,Business
University of Illinois,University of Illinois Urbana-Champaign,805 West Pennsylvania Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1930,1930,10548,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,54 East Gregory Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1959,1959,49319,3,3,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1205 West Oregon Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1916,1916,4720,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,20 East Armory Ave,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1910,1910,37761,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1207 West Oregon Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1927,1927,18360,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,505 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1963,1963,167546,9,8,1,Business,Industrial,Education
University of Illinois,University of Illinois Urbana-Champaign,1409 South Oak Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1960,1960,1800,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,912 South Fifth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1931,1931,3136,4,3,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1325 South Oak Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1964,1964,32975,3,2,1,Storage,Storage,Business
University of Illinois,University of Illinois Urbana-Champaign,909 W Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1929,1929,3284,5,4,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,51 East Armory Ave,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1919,1919,6110,5,4,1,Business,Business,Not provided
